order_id,customer_id,order_date,amount,status
141,48,2025-12-24,200.81,shipped
142,110,2025-08-07,111.32,placed
143,138,2026-02-17,102.55,cancelled
144,164,2026-01-16,307.6,delivered
145,118,2025-08-23,354.46,returned
146,173,2026-06-03,123.09,delivered
147,131,2025-10-01,73.24,shipped
148,138,2025-09-06,465.69,shipped
149,36,2025-12-15,311.61,placed
150,50,2025-10-19,255.19,cancelled
151,114,2026-06-21,284.87,shipped
152,71,2026-03-08,88.26,cancelled
153,29,2026-03-18,388.68,delivered
154,194,2025-12-20,275.44,placed
155,168,2026-03-03,438.03,delivered
156,23,2026-06-03,388.94,returned
157,182,2025-12-26,87.16,shipped
158,16,2025-11-03,144.14,delivered
159,75,2026-03-19,476.44,placed
160,193,2026-07-03,496.28,shipped
161,34,2025-08-03,164.44,cancelled
162,148,2025-09-15,210.04,placed
163,192,2026-01-26,230.07,
164,199,2026-06-16,366.81,delivered
165,137,2025-12-26,413.3,delivered
166,87,2026-05-28,285.24,delivered
167,196,2026-06-13,314.96,placed
168,41,2026-08-02,495.96,shipped
169,78,2026-03-15,51.2,placed
170,167,2026-01-12,314.67,shipped
171,24,2026-08-02,110.64,returned
172,175,2026-07-29,349.32,cancelled
173,123,2026-01-18,49.22,placed
174,77,2026-05-26,322.58,placed
175,3,2026-05-10,222.85,shipped
176,158,2026-04-13,47.91,placed
177,99,2025-12-26,160.68,delivered
178,64,2025-09-29,361.98,placed
179,169,2026-04-19,261.29,cancelled
180,14,2026-04-02,249.97,cancelled
181,19,2026-07-27,493.51,shipped
182,146,2025-10-27,343.06,placed
183,520,2026-07-13,461.68,cancelled
184,161,2026-01-02,214.67,returned
185,40,2026-02-25,44.12,shipped
186,101,2025-09-04,342.12,cancelled
187,62,2026-06-19,462.69,returned
188,80,2025-08-31,371.63,shipped
189,42,2026-02-06,263.89,delivered
190,33,2026-03-18,367.8,placed
191,110,2026-07-01,135.16,placed
192,131,2025-11-20,430.38,shipped
193,27,2025-08-22,362.78,
194,4,2025-12-04,185.17,shipped
195,10,2025-08-02,371.63,delivered
196,185,2026-06-24,287.91,placed
197,133,2026-01-09,39.12,delivered
198,80,2025-10-23,231.09,delivered
199,78,2026-03-31,234.64,cancelled
200,199,2025-10-27,381.44,placed
201,7,2026-02-06,319.79,placed
202,1,2026-01-22,425.26,placed
203,61,2026-07-03,486.42,delivered
204,60,2025-11-09,209.46,cancelled
205,22,2025-11-17,71.09,placed
206,16,2026-05-28,122.2,delivered
207,101,2026-02-16,162.44,placed
208,35,2025-10-07,58.94,cancelled
209,105,2026-01-31,482.49,delivered
210,31,2025-08-16,155.59,returned
211,84,2025-08-03,127.87,returned
212,77,2026-05-05,20.39,cancelled
213,141,2025-12-09,55.44,placed
214,200,2026-05-28,103.08,placed
215,67,2026-06-25,15.79,cancelled
216,24,2026-02-14,65.65,placed
217,147,2026-01-12,250.58,cancelled
218,55,2026-03-15,143.53,placed
219,158,2026-03-04,251.95,cancelled
220,72,2025-12-31,103.73,returned
221,140,2026-01-19,392.05,returned
222,89,2025-11-18,164.19,placed
223,57,2026-03-12,34.0,returned
224,150,2026-05-13,54.57,delivered
225,189,2026-04-12,289.97,cancelled
226,45,2025-10-03,162.41,delivered
227,8,2026-02-03,474.04,returned
228,127,2026-05-05,247.77,shipped
229,6,2026-08-02,169.21,shipped
230,46,2026-02-18,34.48,shipped
231,135,2026-06-26,189.93,cancelled
232,87,2026-05-25,488.05,cancelled
233,125,2026-05-05,355.06,returned
234,58,2026-05-05,192.3,delivered
235,1018,2025-10-13,198.84,returned
236,155,2025-09-23,114.34,cancelled
237,191,2026-02-06,491.28,placed
238,172,2026-02-12,226.08,shipped
239,90,2026-06-08,361.6,cancelled
240,43,2025-11-23,441.48,cancelled
241,123,2025-10-11,327.23,shipped
242,9,2026-02-20,134.26,delivered
243,97,2026-06-25,275.79,placed
244,158,2025-08-07,20.34,shipped
245,112,2026-06-12,168.89,cancelled
246,185,2025-10-30,136.31,shipped
247,101,2025-11-24,81.03,cancelled
248,170,2025-11-30,103.84,shipped
249,21,2026-06-04,157.63,cancelled
250,68,2025-10-28,196.83,cancelled
251,115,2025-12-20,235.2,delivered
252,39,2025-08-26,52.87,returned
253,194,2025-10-23,35.19,returned
254,138,2025-12-02,288.49,delivered
255,183,2025-10-14,450.73,returned
256,194,2026-05-09,486.22,shipped
257,21,2025-12-23,104.95,shipped
258,67,2026-06-29,48.08,returned
259,71,2026-07-27,394.34,returned
260,29,2026-05-19,285.46,placed
261,145,2026-03-09,434.4,cancelled
262,168,2025-09-25,239.16,cancelled
263,156,2026-01-09,24.2,delivered
264,13,2026-03-18,449.03,delivered
265,126,2025-08-17,53.62,shipped
266,191,2026-02-19,138.36,placed
267,55,2026-01-06,371.77,delivered
268,132,2026-06-30,159.01,shipped
269,135,2026-07-19,91.0,shipped
270,64,2026-07-08,459.43,delivered
271,119,2025-09-11,461.92,shipped
272,153,2025-12-03,295.51,shipped
273,67,2025-08-15,49.74,placed
274,147,2026-04-15,429.27,shipped
275,105,2025-08-18,9.4,shipped
276,3,2025-09-25,403.52,delivered
277,97,2025-12-10,129.74,returned
278,102,2026-07-30,258.2,delivered
279,153,2026-03-03,343.78,delivered
280,164,2026-03-14,134.27,delivered
281,133,2026-07-04,403.69,returned
282,82,2026-07-20,329.42,delivered
283,104,2026-07-15,293.6,shipped
284,183,2025-11-02,320.97,delivered
285,44,2025-10-21,94.66,shipped
286,186,2026-05-01,473.73,placed
287,58,2026-02-26,213.13,delivered
288,76,2026-06-03,237.92,returned
289,159,2026-04-25,252.74,cancelled
290,106,2026-05-17,73.0,cancelled
291,118,2026-05-02,390.58,shipped
292,580,2026-04-17,381.79,shipped
293,196,2026-05-28,309.17,cancelled
294,123,2026-07-14,269.22,placed
295,194,2026-04-27,-13.87,shipped
296,89,2026-06-11,194.86,shipped
297,12,2026-03-07,230.68,returned
298,176,2026-02-08,498.09,shipped
299,529,2026-05-27,109.54,returned
300,94,2026-07-14,190.72,returned
301,153,2025-08-29,58.52,placed
302,107,2026-05-31,275.9,shipped
303,176,2026-03-01,213.33,returned
304,156,2025-12-31,416.17,returned
305,30,2025-11-21,103.33,delivered
306,52,2026-01-05,151.2,cancelled
307,177,2026-02-14,-121.08,placed
308,147,2026-05-18,474.98,placed
309,26,2025-09-07,119.42,delivered
310,13,2026-05-05,437.7,delivered
311,81,2026-06-04,52.02,
312,36,2026-05-07,167.69,returned
313,188,2026-02-08,95.52,cancelled
314,99,2025-12-01,400.95,shipped
315,179,2026-05-13,56.34,cancelled
316,174,2025-09-24,192.98,placed
317,187,2026-05-28,244.12,cancelled
318,17,2026-02-23,11.12,returned
319,148,2026-04-10,489.06,delivered
320,177,2026-06-15,219.26,cancelled
321,174,2026-05-18,420.32,returned
322,165,2025-11-17,425.18,shipped
323,126,2026-02-14,485.22,shipped
324,97,2026-04-04,44.02,returned
325,128,2026-06-03,490.43,placed
326,106,2025-10-25,5.08,returned
327,164,2025-11-15,283.35,cancelled
328,94,2026-04-10,422.94,returned
329,184,2025-12-14,61.44,
330,91,2026-03-06,276.11,placed
331,43,2026-01-05,57.95,shipped
332,101,2026-04-27,359.81,cancelled
333,163,2025-10-05,65.99,cancelled
334,130,2025-11-20,7.15,returned
335,150,2025-11-15,391.64,returned
336,33,2025-08-31,302.27,returned
337,108,2025-08-13,382.38,delivered
338,116,2026-05-24,209.31,returned
339,180,2026-02-23,357.38,shipped
340,160,2025-08-16,175.92,shipped
341,178,2025-08-04,62.13,cancelled
342,171,2025-08-22,375.2,delivered
343,109,2025-11-08,57.7,placed
344,52,2026-05-12,491.85,shipped
345,177,2026-04-20,378.03,cancelled
346,173,2026-04-10,372.49,shipped
347,179,2025-08-27,28.26,cancelled
348,176,2025-10-24,31.63,shipped
349,200,2025-12-19,415.84,delivered
350,140,2026-04-24,389.19,delivered
351,175,2026-05-06,368.86,placed
352,143,2026-05-12,294.07,delivered
353,40,2026-02-18,300.46,returned
354,78,2025-10-13,277.33,delivered
355,48,2025-11-17,83.89,cancelled
356,57,2025-08-28,169.28,shipped
357,159,2025-10-19,412.73,placed
358,89,2025-09-08,308.78,placed
359,83,2026-06-05,196.01,delivered
360,133,2026-01-23,259.58,cancelled
361,167,2025-11-12,45.76,returned
362,161,2025-08-24,316.61,cancelled
363,53,2025-08-08,439.93,cancelled
364,19,2026-05-16,16.76,placed
365,14,2026-03-27,281.25,shipped
366,105,2025-09-14,205.2,cancelled
367,1037,2025-09-20,36.3,placed
368,19,2025-11-18,57.54,delivered
369,73,2025-12-21,193.8,placed
370,137,2026-01-14,399.4,delivered
371,37,2025-09-05,189.7,returned
372,37,2026-07-31,288.5,returned
373,79,2026-02-07,109.81,returned
374,48,2026-03-26,101.19,returned
375,193,2025-10-25,233.33,delivered
376,65,2025-10-09,246.16,shipped
377,61,2025-09-19,39.56,cancelled
378,158,2025-08-12,294.16,delivered
379,110,2026-02-23,126.86,cancelled
380,93,2026-02-14,439.55,delivered
381,125,2026-05-05,324.55,delivered
382,36,2026-04-24,135.3,placed
383,5,2025-09-13,20.44,cancelled
384,55,2025-10-24,134.01,returned
385,199,2026-01-14,115.54,delivered
386,129,2026-01-11,-185.11,shipped
387,158,2025-11-12,74.48,returned
388,169,2026-05-20,369.28,delivered
389,195,2026-07-01,135.86,shipped
390,93,2025-12-13,441.37,delivered
391,134,2026-03-15,418.26,returned
392,97,2026-01-27,295.9,placed
393,97,2026-04-10,260.6,delivered
394,124,2026-07-30,253.41,shipped
395,132,2026-04-16,79.37,returned
396,31,2026-01-02,406.53,cancelled
397,123,2026-05-12,325.39,shipped
398,147,2026-05-26,316.62,returned
399,43,2026-05-02,260.74,returned
400,185,2026-03-10,473.89,returned
401,124,2026-01-04,302.42,shipped
402,131,2025-08-16,174.62,returned
403,97,2026-06-08,13.2,returned
404,39,2026-05-04,240.56,placed
405,137,2026-06-03,51.13,returned
406,1,2025-08-20,326.37,delivered
407,179,2026-04-07,469.52,cancelled
408,190,2025-08-11,290.18,delivered
409,60,2026-06-21,145.22,cancelled
410,2,2026-07-30,291.1,placed
411,53,2026-02-22,207.38,cancelled
412,65,2025-11-01,214.66,delivered
413,102,2026-01-03,278.29,shipped
414,143,2026-02-26,290.94,cancelled
415,169,2026-04-07,226.06,shipped
416,131,2026-02-10,401.42,placed
417,393,2026-05-20,238.48,placed
418,57,2025-09-25,23.69,cancelled
419,134,2025-10-01,33.44,shipped
420,1170,2025-08-31,465.73,shipped
421,154,2025-08-10,119.68,placed
422,461,2026-06-19,498.42,delivered
423,104,2025-11-10,12.61,placed
424,186,2025-10-08,177.31,delivered
425,50,2026-01-08,289.58,cancelled
426,144,2026-03-05,173.28,returned
427,138,2025-10-12,128.82,cancelled
428,198,2026-02-10,480.81,cancelled
429,8,2026-03-23,38.44,shipped
430,59,2026-01-03,477.95,placed
431,68,2026-06-16,202.47,delivered
432,46,2026-02-02,113.19,shipped
433,175,2026-04-27,252.0,shipped
434,53,2026-03-28,418.99,placed
435,21,2025-08-28,-248.87,returned
436,124,2026-02-22,248.71,returned
437,126,2025-11-14,143.73,returned
438,135,2025-12-01,470.13,delivered
439,176,2025-12-11,488.37,cancelled
440,515,2026-01-20,292.6,returned
441,48,2026-04-03,138.36,delivered
442,128,2025-12-31,351.85,cancelled
443,47,2025-10-12,344.58,delivered
444,143,2026-01-19,102.05,shipped
445,3,2025-11-20,71.56,returned
446,81,2026-03-02,129.23,placed
447,177,2026-04-14,407.84,placed
448,86,2026-01-30,282.37,delivered
449,106,2025-08-20,481.74,returned
450,138,2026-03-10,180.78,cancelled
451,115,2026-01-19,308.76,shipped
452,164,2026-02-11,213.8,cancelled
453,19,2026-02-08,117.97,delivered
454,155,2026-03-17,444.41,delivered
455,134,2026-01-03,87.82,shipped
456,170,2025-08-09,376.12,cancelled
457,17,2025-12-03,276.47,cancelled
458,22,2025-09-20,81.86,cancelled
459,64,2025-12-19,315.11,shipped
460,170,2026-02-17,432.8,returned
461,141,2025-08-10,271.95,cancelled
462,163,2025-12-23,264.11,delivered
463,124,2026-06-18,223.72,delivered
464,1134,2026-05-25,175.22,placed
465,126,2025-12-01,153.31,delivered
466,2,2026-04-28,208.81,cancelled
467,184,2026-01-15,415.07,placed
468,62,2025-09-23,404.75,delivered
469,137,2026-01-03,98.06,shipped
470,164,2025-12-14,139.71,shipped
471,39,2025-11-02,15.95,delivered
472,184,2026-07-29,120.24,cancelled
473,108,2025-11-20,498.99,placed
474,193,2026-07-05,136.92,returned
475,50,2026-03-27,409.54,placed
476,183,2025-12-19,127.35,shipped
477,198,2025-08-27,491.15,delivered
478,41,2026-07-12,373.64,placed
479,164,2026-01-30,444.32,shipped
480,61,2026-02-17,12.46,returned
481,343,2025-10-09,392.82,returned
482,198,2026-05-14,252.46,delivered
483,195,2026-07-03,180.98,returned
484,33,2026-02-21,490.93,delivered
485,113,2026-07-23,346.18,shipped
486,11,2025-12-21,281.72,cancelled
487,48,2026-02-18,367.54,returned
488,142,2025-11-04,81.74,delivered
489,953,2025-11-16,192.63,placed
490,94,2026-04-02,163.74,returned
491,49,2025-11-21,384.04,delivered
492,165,2026-06-14,263.98,shipped
493,9,2025-11-27,99.85,cancelled
494,135,2025-10-04,131.69,returned
495,4,2026-04-18,329.6,placed
496,164,2025-10-21,373.02,delivered
497,15,2026-03-19,266.87,delivered
498,56,2026-06-14,55.11,cancelled
499,135,2025-10-15,314.54,returned
500,28,2025-10-11,182.19,cancelled
501,43,2025-10-25,203.77,shipped
502,154,2026-02-03,451.73,delivered
503,106,2025-12-25,413.95,shipped
504,55,2025-10-25,463.44,cancelled
505,335,2026-03-10,299.9,
506,57,2026-02-22,15.74,delivered
507,131,2025-10-14,81.58,delivered
508,68,2025-10-08,128.68,delivered
509,103,2026-04-13,368.46,cancelled
510,177,2026-06-15,299.64,returned
511,200,2026-02-12,177.23,cancelled
512,31,2026-04-08,375.1,placed
513,162,2026-02-27,264.57,returned
514,129,2026-05-16,30.01,cancelled
515,193,2025-11-17,49.59,cancelled
516,87,2025-10-14,373.93,delivered
517,129,2025-08-10,69.54,returned
518,102,2026-04-24,282.78,returned
519,19,2025-12-25,165.09,placed
520,106,2026-02-05,99.29,placed
521,44,2025-09-21,411.68,returned
522,12,2026-04-05,103.84,placed
523,14,2025-09-19,463.73,delivered
524,178,2026-02-27,227.78,shipped
525,55,2025-11-08,376.43,returned
526,37,2025-08-25,14.1,returned
527,44,2026-04-22,395.65,placed
528,3,2025-08-29,139.3,delivered
529,5,2025-09-04,196.33,returned
530,26,2025-11-27,434.05,shipped
531,118,2025-08-03,15.64,returned
532,126,2026-05-14,14.09,delivered
533,61,2025-11-19,141.56,delivered
534,8,2026-03-12,116.66,cancelled
535,23,2025-11-09,480.5,shipped
536,147,2026-02-24,455.32,returned
537,168,2025-10-29,343.6,shipped
538,181,2026-05-25,217.88,shipped
539,145,2026-02-21,38.57,placed
540,38,2026-02-20,440.67,cancelled
541,191,2025-09-10,466.96,shipped
542,48,2025-09-23,310.39,returned
543,60,2026-07-20,182.83,cancelled
544,155,2025-09-04,190.11,cancelled
545,42,2026-07-17,207.25,delivered
546,57,2026-04-21,380.1,cancelled
547,126,2025-12-11,444.36,placed
548,98,2026-01-13,307.69,returned
549,165,2026-07-14,262.72,placed
550,63,2026-01-12,492.0,cancelled
551,162,2026-04-27,149.13,delivered
552,74,2025-12-29,150.74,returned
553,119,2025-12-14,49.77,shipped
554,179,2026-01-13,209.71,shipped
555,183,2025-12-13,49.64,shipped
556,32,2025-08-06,227.45,returned
557,187,2025-11-14,307.98,returned
558,197,2026-02-12,284.92,shipped
559,38,2025-08-03,30.4,cancelled
560,47,2026-05-27,-480.41,delivered
561,128,2025-10-28,404.69,cancelled
562,151,2025-12-13,208.02,
563,141,2025-09-15,280.99,placed
564,15,2026-07-15,76.96,returned
565,77,2026-06-19,29.27,shipped
566,73,2025-08-13,351.42,returned
567,117,2026-01-30,466.08,delivered
568,98,2025-12-27,422.44,cancelled
569,178,2026-02-15,265.89,shipped
570,28,2025-09-14,266.83,returned
571,181,2025-09-25,424.66,returned
572,91,2025-09-22,283.5,cancelled
573,47,2026-04-05,355.75,placed
574,120,2026-06-03,370.05,returned
575,106,2026-02-04,282.41,placed
576,177,2026-06-29,157.35,delivered
577,30,2026-02-09,201.04,placed
578,50,2026-02-10,461.53,cancelled
579,166,2026-05-15,315.46,returned
580,119,2026-01-03,464.26,returned
581,186,2025-10-22,270.26,delivered
582,91,2026-05-18,143.83,cancelled
583,43,2026-01-15,97.75,delivered
584,81,2026-03-16,209.87,shipped
585,78,2026-03-01,91.63,placed
586,24,2026-07-21,400.52,shipped
587,124,2025-11-07,158.63,placed
588,133,2026-05-27,106.57,cancelled
589,134,2026-02-24,466.51,returned
590,86,2026-07-10,56.04,delivered
591,195,2026-04-17,163.84,delivered
592,198,2026-06-03,139.96,placed
593,160,2026-06-11,107.26,delivered
594,181,2025-10-13,126.19,returned
595,139,2026-05-28,19.35,placed
596,14,2026-01-14,93.6,returned
597,177,2025-09-21,181.03,shipped
598,172,2026-06-23,486.97,cancelled
599,24,2025-08-10,236.8,cancelled
600,58,2025-09-21,132.74,shipped
601,171,2026-02-17,229.38,cancelled
602,123,2026-05-07,144.72,returned
603,27,2025-08-02,399.4,placed
604,137,2025-10-04,209.65,returned
605,124,2026-02-09,108.08,cancelled
606,112,2026-02-08,274.54,placed
607,183,2025-11-26,61.59,delivered
608,114,2026-01-07,39.46,returned
609,98,2025-09-06,331.78,shipped
610,194,2026-08-02,379.75,cancelled
611,100,2025-12-17,101.85,delivered
612,174,2025-12-23,360.31,placed
613,157,2026-01-08,424.58,placed
614,141,2026-08-02,353.16,delivered
615,73,2026-04-04,218.7,delivered
616,104,2025-10-27,109.55,shipped
617,99,2026-01-30,420.78,shipped
618,19,2026-05-21,362.06,cancelled
619,35,2025-09-08,403.94,returned
620,160,2025-11-15,214.94,cancelled
621,48,2026-07-30,291.08,shipped
622,69,2025-10-27,290.29,placed
623,181,2025-10-09,243.36,shipped
624,135,2026-03-12,235.14,returned
625,121,2025-08-28,480.4,returned
626,80,2026-02-08,-269.84,cancelled
627,121,2026-02-14,213.4,delivered
628,10,2025-10-01,375.97,returned
629,162,2026-05-08,288.57,delivered
630,160,2025-11-27,45.84,delivered
631,158,2026-03-24,12.03,shipped
632,190,2025-12-17,188.03,shipped
633,136,2026-02-08,492.12,returned
634,40,2026-01-03,386.33,cancelled
635,43,2026-02-07,31.89,placed
636,119,2026-03-01,240.75,returned
637,175,2025-12-03,135.0,cancelled
638,115,2026-02-22,481.07,placed
639,137,2025-12-24,307.19,delivered
640,69,2026-03-25,328.9,shipped
641,151,2025-11-09,172.02,shipped
642,3,2026-06-29,10.92,placed
643,90,2026-03-10,129.69,returned
644,153,2026-04-13,475.49,placed
645,155,2025-08-31,383.11,shipped
646,179,2026-03-05,236.14,cancelled
647,71,2025-08-13,452.18,delivered
648,200,2026-07-02,194.49,placed
649,68,2026-06-28,248.4,returned
650,166,2026-05-21,272.61,returned
651,114,2026-06-11,22.26,delivered
652,5,2026-05-18,-328.17,placed
653,69,2026-02-15,452.79,returned
654,198,2025-12-22,204.94,placed
655,1,2025-08-15,409.9,returned
656,92,2026-02-28,203.3,placed
657,88,2025-12-10,381.42,shipped
658,11,2025-08-29,99.55,placed
659,92,2025-09-13,221.8,placed
660,185,2026-04-02,247.17,returned
661,128,2025-12-15,483.45,delivered
662,185,2026-06-03,109.78,returned
663,174,2025-11-01,78.73,placed
664,37,2026-07-24,238.25,placed
665,167,2026-05-06,318.17,placed
666,44,2026-07-01,409.81,cancelled
667,158,2026-04-21,215.97,cancelled
668,176,2026-05-24,164.19,shipped
669,152,2026-07-01,64.77,cancelled
670,95,2025-12-21,125.6,shipped
671,162,2026-05-14,12.74,
672,23,2025-10-03,444.02,cancelled
673,53,2026-03-17,263.93,shipped
674,10,2025-11-20,307.96,delivered
675,2,2026-04-26,63.17,placed
676,195,2025-11-16,113.54,shipped
677,50,2026-05-18,344.2,cancelled
678,41,2026-07-11,31.74,shipped
679,86,2025-12-13,26.44,returned
680,8,2026-06-04,40.08,cancelled
681,84,2025-08-21,449.69,placed
682,26,2026-01-03,435.59,shipped
683,150,2025-12-22,76.75,cancelled
684,96,2026-04-25,317.85,shipped
685,9,2026-07-03,143.9,cancelled
686,44,2026-04-12,443.77,returned
687,148,2026-04-07,47.8,cancelled
688,56,2025-12-09,143.19,shipped
689,112,2025-10-04,473.39,placed
690,12,2025-12-05,368.07,cancelled
691,123,2025-08-11,411.54,shipped
692,1049,2026-01-06,475.22,delivered
693,985,2026-02-27,85.09,returned
694,7,2025-12-08,387.06,cancelled
695,95,2025-08-07,318.53,placed
696,177,2026-07-17,151.81,returned
697,54,2026-06-22,312.13,placed
698,173,2026-07-07,59.93,returned
699,94,2025-10-20,353.91,shipped
700,86,2026-06-05,326.27,returned
701,180,2026-04-09,163.63,returned
702,71,2026-01-24,175.89,returned
703,121,2025-08-20,413.56,cancelled
704,173,2026-06-30,98.24,placed
705,46,2026-06-24,59.14,shipped
706,53,2025-09-15,16.23,returned
707,122,2025-12-18,370.17,shipped
708,60,2025-11-09,324.11,delivered
709,84,2025-08-27,349.95,cancelled
710,146,2026-02-27,90.01,cancelled
711,74,2026-07-09,78.43,shipped
712,42,2026-03-09,95.23,shipped
713,30,2026-02-21,289.39,delivered
714,144,2025-08-27,161.89,delivered
715,42,2026-06-01,460.61,cancelled
716,118,2026-05-15,7.13,returned
717,181,2026-03-07,484.95,returned
718,145,2025-12-19,172.65,cancelled
719,36,2026-06-04,157.5,shipped
720,24,2025-09-25,322.45,shipped
721,197,2026-07-22,46.38,placed
722,101,2026-02-21,303.57,placed
723,93,2025-12-27,187.97,delivered
724,79,2025-10-19,48.36,cancelled
725,107,2026-03-08,86.08,cancelled
726,107,2025-10-06,300.98,delivered
727,135,2026-06-30,466.91,cancelled
728,105,2026-03-16,210.18,returned
729,36,2026-01-19,148.28,delivered
730,78,2025-12-08,116.14,shipped
731,164,2025-12-04,66.47,delivered
732,126,2025-09-06,126.15,delivered
733,18,2026-01-29,292.63,delivered
734,122,2026-06-02,189.74,placed
735,42,2026-05-20,163.24,shipped
736,14,2025-12-31,319.94,placed
737,136,2026-06-24,259.36,shipped
738,154,2025-10-28,164.69,delivered
739,179,2026-06-14,269.54,shipped
740,133,2025-11-27,208.94,shipped
741,40,2026-04-28,398.58,returned
742,183,2026-06-05,211.59,placed
